Date,Name,Temp Air,Humidity,L2kWh (Meas),,,,
21/04/2024,Block C Flat 7 Kitchen,18.3,49,3.07,,,,
04/04/2024,Block D Flat 6-E,20.6,60,3.07,,,,
16/04/2024,Block B Flat 13 Kitchen,18.4,59,3.06,,,,
05/04/2024,Block B Flat 13-F,16.2,53,3.06,,,,
22/04/2024,Block B Flat 1-C,19.9,75,3.06,,,,
04/04/2024,Block C Flat 11-F,21.3,64,3.06,,,,
06/04/2024,Block D Flat 14-E,20.6,74,3.06,,,,
20/04/2024,Block A Flat 15-F,21.3,59,3.05,,,,
04/04/2024,Block A Flat 4-E,21,44,3.05,,,,
30/04/2024,Block A Flat 6-C,22.1,45,3.05,,,,
03/04/2024,Block B Flat 10-B,21.4,62,3.05,,,,
24/04/2024,Block B Flat 5 Kitchen,18.4,41,3.05,,,,
25/04/2024,Block B Flat 5-A,19.4,55,3.05,,,,
07/04/2024,Block C Flat 13-B,16.3,47,3.05,,,,
18/04/2024,Block C Flat 8-C,21.8,58,3.05,,,,
09/04/2024,Block A Flat 13-C,19.5,71,3.04,,,,
27/04/2024,Block B Flat 13-C,20.8,52,3.04,,,,
03/04/2024,Block B Flat 1-D,21.3,63,3.04,,,,
01/04/2024,Block B Flat 5-A,21.4,67,3.04,,,,
05/04/2024,Block B Flat 9-E,21.2,65,3.04,,,,
23/04/2024,Block C Flat 3-B,22.1,70,3.04,,,,
15/04/2024,Block C Flat 3-B,21.6,73,3.04,,,,
04/04/2024,Block C Flat 7-D,13.9,48,3.04,,,,
12/04/2024,Block D Flat 13-F,21.6,64,3.04,,,,
29/04/2024,Block D Flat 2-C,20.8,53,3.04,,,,
27/04/2024,Block A Flat 13 Kitchen,18.7,45,3.03,,,,
15/04/2024,Block C Flat 13-C,19.7,56,3.03,,,,
26/04/2024,Block C Flat 3-A,18.9,61,3.03,,,,
04/04/2024,Block D Flat 4 Kitchen,16.8,47,3.03,,,,
30/04/2024,Block D Flat 8-E,20.8,60,3.03,,,,
09/04/2024,Block A Flat 10-A,20.9,68,3.02,,,,
20/04/2024,Block A Flat 13-D,18.9,52,3.02,,,,
24/04/2024,Block B Flat 13-C,22,55,3.02,,,,
18/04/2024,Block C Flat 13-A,20.1,51,3.02,,,,
02/04/2024,Block C Flat 14-F,19.2,55,3.02,,,,
09/04/2024,Block C Flat 1-D,16.1,55,3.02,,,,
25/04/2024,Block C Flat 5-E,18.2,40,3.02,,,,
04/04/2024,Block D Flat 10-E,20.2,60,3.02,,,,
18/04/2024,Block D Flat 12-A,19.8,64,3.02,,,,
04/04/2024,Block D Flat 12-B,19.6,58,3.02,,,,
08/04/2024,Block D Flat 2 Kitchen,16,49,3.02,,,,
27/04/2024,Block D Flat 2-E,18.2,57,3.02,,,,
07/04/2024,Block D Flat 4-D,20.1,43,3.02,,,,
14/04/2024,Block B Flat 14-A,19.7,58,3.01,,,,
01/04/2024,Block B Flat 14-C,20.1,58,3.01,,,,
20/04/2024,Block C Flat 13-B,19.3,36,3.01,,,,
03/04/2024,Block C Flat 14-F,19,56,3.01,,,,
13/04/2024,Block C Flat 1-C,17.3,64,3.01,,,,
15/04/2024,Block C Flat 2-E,20.1,80,3.01,,,,
05/04/2024,Block D Flat 4-F,21.1,57,3.01,,,,
17/04/2024,Block D Flat 5-F,21.9,60,3.01,,,,
01/04/2024,Block A Flat 12-C,21.1,48,3,,,,
25/04/2024,Block A Flat 2-F,20,48,3,,,,
02/04/2024,Block B Flat 12-B,20.2,63,3,,,,
20/04/2024,Block B Flat 2-E,18.2,60,3,,,,
04/04/2024,Block D Flat 12-A,19.3,67,3,,,,
13/04/2024,Block D Flat 4-D,21.2,49,3,,,,
19/04/2024,Block D Flat 4-D,21.1,42,3,,,,
06/04/2024,Block A Flat 8-A,16,62,2.99,,,,
30/04/2024,Block B Flat 2 Kitchen,18.2,56,2.99,,,,
10/04/2024,Block B Flat 3-B,16,53,2.99,,,,
19/04/2024,Block C Flat 13-E,20.3,63,2.99,,,,
21/04/2024,Block C Flat 14 Kitchen,18.4,48,2.99,,,,
07/04/2024,Block D Flat 5-F,21.7,63,2.99,,,,
17/04/2024,Block B Flat 1 Kitchen,20.3,47,2.98,,,,
03/04/2024,Block B Flat 4-F,21.1,70,2.98,,,,
05/04/2024,Block C Flat 6-E,20.6,60,2.98,,,,
27/04/2024,Block D Flat 8-E,18.8,50,2.98,,,,
30/04/2024,Block A Flat 6 Kitchen,20,49,2.97,,,,
25/04/2024,Block B Flat 13-C,22.2,56,2.97,,,,
15/04/2024,Block C Flat 13-A,18.3,54,2.97,,,,
23/04/2024,Block D Flat 14-D,20.2,45,2.97,,,,
04/04/2024,Block D Flat 14-F,21.2,59,2.97,,,,
02/04/2024,Block D Flat 3-C,21.2,67,2.97,,,,
03/04/2024,Block D Flat 7-D,21.1,64,2.97,,,,
15/04/2024,Block D Flat 9 Kitchen,18.3,45,2.97,,,,
19/04/2024,Block A Flat 10-C,17.8,38,2.96,,,,
09/04/2024,Block A Flat 15-F,21.4,64,2.96,,,,
22/04/2024,Block A Flat 2-D,20.2,53,2.96,,,,
06/04/2024,Block C Flat 6-E,21,62,2.96,,,,
18/04/2024,Block D Flat 5 Kitchen,18.9,56,2.96,,,,
01/04/2024,Block A Flat 4-E,21.5,47,2.95,,,,
12/04/2024,Block B Flat 1-F,21.7,72,2.95,,,,
18/04/2024,Block B Flat 2-E,16.7,64,2.95,,,,
24/04/2024,Block D Flat 2-E,18,56,2.95,,,,
21/04/2024,Block D Flat 5 Kitchen,19,52,2.95,,,,
17/04/2024,Block D Flat 7-C,19.1,57,2.95,,,,
28/04/2024,Block B Flat 14-C,19.1,59,2.94,,,,
05/04/2024,Block B Flat 8 Kitchen,18.8,65,2.94,,,,
05/04/2024,Block C Flat 11-E,19.3,61,2.94,,,,
26/04/2024,Block D Flat 1-F,20.1,91,2.94,,,,
15/04/2024,Block A Flat 4-D,20.3,43,2.93,,,,
10/04/2024,Block D Flat 1- Kitchen,18.9,62,2.93,,,,
23/04/2024,Block D Flat 13-F,19.3,57,2.93,,,,
05/04/2024,Block D Flat 7-C,20.3,65,2.93,,,,
10/04/2024,Block D Flat 8-A,20.6,61,2.93,,,,
03/04/2024,Block D Flat 8-A,19.5,67,2.93,,,,
23/04/2024,Block A Flat 14-B,19.7,47,2.92,,,,
10/04/2024,Block A Flat 15-D,18.6,53,2.92,,,,
10/04/2024,Block D Flat 2-B,17.8,58,2.92,,,,
05/04/2024,Block D Flat 7-E,16.1,50,2.92,,,,
02/04/2024,Block D Flat 9-C,20.8,59,2.92,,,,
16/04/2024,Block A Flat 12-C,21,49,2.91,,,,
19/04/2024,Block A Flat 12-C,20.8,55,2.91,,,,
28/04/2024,Block A Flat 14-E,19.9,61,2.91,,,,
21/04/2024,Block A Flat 15 Kitchen,19.6,52,2.91,,,,
06/04/2024,Block B Flat 11-F,21.4,65,2.91,,,,
16/04/2024,Block B Flat 5-F,21.2,66,2.91,,,,
07/04/2024,Block B Flat 5-F,20.2,68,2.91,,,,
16/04/2024,Block C Flat 2-D,18.6,68,2.91,,,,
22/04/2024,Block C Flat 5-D,19.9,54,2.91,,,,
21/04/2024,Block D Flat 3-D,18.8,62,2.91,,,,
22/04/2024,Block D Flat 4-F,21.6,57,2.91,,,,
23/04/2024,Block D Flat 6-A,20.6,64,2.91,,,,
11/04/2024,Block D Flat 6-B,20.7,62,2.91,,,,
08/04/2024,Block A Flat 14-D,16.2,47,2.9,,,,
06/04/2024,Block B Flat 1-A,20.5,54,2.9,,,,
15/04/2024,Block B Flat 8-A,20.6,62,2.9,,,,
07/04/2024,Block C Flat 2-E,19.7,76,2.9,,,,
01/04/2024,Block C Flat 5-F,21.2,58,2.9,,,,
04/04/2024,Block C Flat 8-D,13.6,51,2.9,,,,
21/04/2024,Block B Flat 1 Kitchen,20,52,2.89,,,,
05/04/2024,Block B Flat 14-D,16.3,67,2.89,,,,
25/04/2024,Block C Flat 11 Kitchen,18.1,44,2.89,,,,
30/04/2024,Block D Flat 14-A,19.4,57,2.89,,,,
06/04/2024,Block D Flat 1-F,20.2,87,2.89,,,,
02/04/2024,Block A Flat 10-C,19.4,59,2.88,,,,
10/04/2024,Block B Flat 9-C,20.4,58,2.88,,,,
06/04/2024,Block C Flat 13-A,20.1,60,2.88,,,,
03/04/2024,Block C Flat 6-B,21.1,58,2.88,,,,
26/04/2024,Block C Flat 7-E,20.8,50,2.88,,,,
08/04/2024,Block D Flat 12 Kitchen,19.4,51,2.88,,,,
05/04/2024,Block A Flat 15-D,18.4,48,2.87,,,,
28/04/2024,Block B Flat 13-F,19.7,61,2.87,,,,
06/04/2024,Block C Flat 2 Kitchen,16.8,66,2.87,,,,
21/04/2024,Block C Flat 7-C,20.2,52,2.87,,,,
10/04/2024,Block D Flat 3-E,17.7,44,2.87,,,,
10/04/2024,Block A Flat 14-E,20.2,63,2.86,,,,
18/04/2024,Block B Flat 1-F,19.9,67,2.86,,,,
21/04/2024,Block C Flat 11 Kitchen,18.1,57,2.86,,,,
16/04/2024,Block C Flat 3-B,20.9,68,2.86,,,,
02/04/2024,Block C Flat 8-A,21.8,68,2.86,,,,
03/04/2024,Block C Flat 8-C,22.3,64,2.86,,,,
17/04/2024,Block C Flat 8-C,21.9,58,2.86,,,,
12/04/2024,Block D Flat 11-D,19.6,70,2.86,,,,
20/04/2024,Block D Flat 14-C,18,49,2.86,,,,
07/04/2024,Block D Flat 14-E,19.4,68,2.86,,,,
16/04/2024,Block D Flat 2-C,19.7,50,2.86,,,,
26/04/2024,Block D Flat 2-E,18.5,62,2.86,,,,
02/04/2024,Block D Flat 7 Kitchen,20.2,49,2.86,,,,
22/04/2024,Block A Flat 12 Kitchen,20,50,2.85,,,,
18/04/2024,Block B Flat 9-E,22.3,60,2.85,,,,
24/04/2024,Block D Flat 1-F,21.3,87,2.85,,,,
25/04/2024,Block D Flat 2-F,18.1,46,2.85,,,,
26/04/2024,Block D Flat 4-E,20.7,42,2.85,,,,
02/04/2024,Block D Flat 8-A,20.3,64,2.85,,,,
18/04/2024,Block D Flat 8-E,19,57,2.85,,,,
21/04/2024,Block D Flat 9-C,18.4,48,2.85,,,,
18/04/2024,Block A Flat 15-F,20.2,59,2.84,,,,
26/04/2024,Block B Flat 1 Kitchen,20.3,51,2.84,,,,
29/04/2024,Block B Flat 1-A,20.9,49,2.84,,,,
06/04/2024,Block B Flat 3 Kitchen,15.9,62,2.84,,,,
10/04/2024,Block B Flat 7-E,20.5,62,2.84,,,,
08/04/2024,Block B Flat 8-A,19.7,56,2.84,,,,
29/04/2024,Block C Flat 5 Kitchen,19.3,51,2.84,,,,
09/04/2024,Block C Flat 9 Kitchen,17.6,54,2.84,,,,
16/04/2024,Block D Flat 7-C,18,38,2.84,,,,
02/04/2024,Block A Flat 13-E,20,67,2.83,,,,
25/04/2024,Block A Flat 14-E,21.6,67,2.83,,,,
01/04/2024,Block B Flat 5-E,21.8,56,2.83,,,,
18/04/2024,Block C Flat 8-E,19.8,63,2.83,,,,
18/04/2024,Block C Flat 9-F,21,57,2.83,,,,
28/04/2024,Block D Flat 1- Kitchen,18.3,48,2.83,,,,
14/04/2024,Block D Flat 11-B,18.5,48,2.83,,,,
15/04/2024,Block D Flat 4-A,18.5,47,2.83,,,,
16/04/2024,Block B Flat 11-F,21.7,62,2.82,,,,
10/04/2024,Block B Flat 2 Kitchen,16.1,55,2.82,,,,
08/04/2024,Block B Flat 3 Kitchen,15.9,55,2.82,,,,
07/04/2024,Block B Flat 5-A,20.1,72,2.82,,,,
23/04/2024,Block B Flat 7-F,19.3,47,2.82,,,,
08/04/2024,Block B Flat 9-E,22.4,65,2.82,,,,
04/04/2024,Block C Flat 14-C,15.8,58,2.82,,,,
28/04/2024,Block C Flat 4-B,22.1,53,2.82,,,,
19/04/2024,Block D Flat 10-A,18.6,55,2.82,,,,
27/04/2024,Block D Flat 13-F,18,43,2.82,,,,
29/04/2024,Block D Flat 1-F,20.2,85,2.82,,,,
21/04/2024,Block D Flat 2-B,18.1,49,2.82,,,,
20/04/2024,Block D Flat 2-C,20.3,48,2.82,,,,
04/04/2024,Block D Flat 7-A,21.6,62,2.82,,,,
09/04/2024,Block D Flat 7-C,20.2,75,2.82,,,,
04/04/2024,Block B Flat 12-D,19.7,56,2.81,,,,
10/04/2024,Block C Flat 11-B,15.9,49,2.81,,,,
02/04/2024,Block C Flat 11-C,17.9,77,2.81,,,,
01/04/2024,Block C Flat 11-D,16.5,60,2.81,,,,
13/04/2024,Block C Flat 13-A,18.2,55,2.81,,,,
19/04/2024,Block C Flat 5-C,20.9,44,2.81,,,,
02/04/2024,Block C Flat 5-E,20,50,2.81,,,,
02/04/2024,Block C Flat 6-C,21.1,51,2.81,,,,
21/04/2024,Block D Flat 12-A,20.6,61,2.81,,,,
29/04/2024,Block D Flat 14 Kitchen,18.8,51,2.81,,,,
10/04/2024,Block B Flat 11 Kitchen,16,65,2.8,,,,
20/04/2024,Block B Flat 11-F,21.4,66,2.8,,,,
11/04/2024,Block B Flat 14-A,21.6,63,2.8,,,,
23/04/2024,Block B Flat 14-A,20,58,2.8,,,,
14/04/2024,Block B Flat 14-E,20.7,69,2.8,,,,
25/04/2024,Block B Flat 6-A,19.4,46,2.8,,,,
19/04/2024,Block C Flat 11-D,18.5,46,2.8,,,,
01/04/2024,Block C Flat 11-F,22,64,2.8,,,,
26/04/2024,Block C Flat 14 Kitchen,18.6,39,2.8,,,,
09/04/2024,Block D Flat 13-F,20.3,59,2.8,,,,
21/04/2024,Block D Flat 14 Kitchen,19.3,52,2.8,,,,
07/04/2024,Block D Flat 4-F,21.5,60,2.8,,,,
25/04/2024,Block B Flat 1 Kitchen,19.5,48,2.79,,,,
10/04/2024,Block B Flat 14-C,20,58,2.79,,,,
30/04/2024,Block D Flat 3-F,20.1,62,2.79,,,,
20/04/2024,Block D Flat 8 Kitchen,18.6,49,2.79,,,,
27/04/2024,Block B Flat 5 Kitchen,18.4,41,2.78,,,,
21/04/2024,Block C Flat 2-D,19.5,66,2.78,,,,
10/04/2024,Block C Flat 4-B,20.8,60,2.78,,,,
18/04/2024,Block C Flat 7-C,20.5,50,2.78,,,,
18/04/2024,Block D Flat 11-B,18,61,2.78,,,,
23/04/2024,Block D Flat 11-D,20.3,60,2.78,,,,
24/04/2024,Block D Flat 2-F,18,48,2.78,,,,
16/04/2024,Block D Flat 8-E,19.6,58,2.78,,,,
17/04/2024,Block A Flat 6-C,21.7,38,2.77,,,,
22/04/2024,Block A Flat 8-A,17.9,69,2.77,,,,
09/04/2024,Block B Flat 14-D,18.3,66,2.77,,,,
02/04/2024,Block C Flat 8-B,19.2,78,2.77,,,,
08/04/2024,Block C Flat 8-E,20,62,2.77,,,,
21/04/2024,Block D Flat 11-A,17.4,52,2.77,,,,
25/04/2024,Block D Flat 2-C,20.1,45,2.77,,,,
29/04/2024,Block A Flat 11-A,18.8,47,2.76,,,,
15/04/2024,Block A Flat 6-C,21.5,44,2.76,,,,
20/04/2024,Block B Flat 1 Kitchen,19.8,52,2.76,,,,
29/04/2024,Block B Flat 13-F,20.2,62,2.76,,,,
03/04/2024,Block B Flat 14-E,20.6,74,2.76,,,,
04/04/2024,Block C Flat 8-F,19.8,41,2.76,,,,
09/04/2024,Block D Flat 14-B,19.8,67,2.76,,,,
24/04/2024,Block D Flat 14-D,21,42,2.76,,,,
20/04/2024,Block D Flat 4-F,21,51,2.76,,,,
04/04/2024,Block A Flat 10-A,21.4,60,2.75,,,,
20/04/2024,Block A Flat 15-D,20.3,51,2.75,,,,
08/04/2024,Block B Flat 14-B,20,50,2.75,,,,
04/04/2024,Block B Flat 14-E,20,71,2.75,,,,
28/04/2024,Block B Flat 1-D,16,44,2.75,,,,
25/04/2024,Block C Flat 7 Kitchen,18.4,36,2.75,,,,
06/04/2024,Block C Flat 8-C,22.4,60,2.75,,,,
06/04/2024,Block D Flat 1- Kitchen,18.7,66,2.75,,,,
10/04/2024,Block D Flat 14-C,16,50,2.75,,,,
12/04/2024,Block D Flat 14-E,20.4,73,2.75,,,,
14/04/2024,Block D Flat 6-B,19.5,60,2.75,,,,
29/04/2024,Block A Flat 12 Kitchen,20,50,2.74,,,,
18/04/2024,Block A Flat 14-B,18.6,51,2.74,,,,
17/04/2024,Block A Flat 15-F,20.9,57,2.74,,,,
01/04/2024,Block A Flat 7-B,22.2,57,2.74,,,,
04/04/2024,Block B Flat 10-B,21.2,57,2.74,,,,
23/04/2024,Block B Flat 13-C,20.7,50,2.74,,,,
09/04/2024,Block B Flat 5-F,21.3,67,2.74,,,,
13/04/2024,Block C Flat 13-C,20.2,60,2.74,,,,
05/04/2024,Block C Flat 4 Kitchen,16,50,2.74,,,,
11/04/2024,Block D Flat 12-A,20.2,67,2.74,,,,
12/04/2024,Block D Flat 14-B,21.7,79,2.74,,,,
19/04/2024,Block D Flat 14-D,18.9,40,2.74,,,,
03/04/2024,Block D Flat 14-F,21.4,65,2.74,,,,
02/04/2024,Block D Flat 5-F,21.7,57,2.74,,,,
23/04/2024,Block D Flat 8-E,19.4,59,2.74,,,,
10/04/2024,Block B Flat 2-B,20,59,2.73,,,,
19/04/2024,Block B Flat 8-A,19.8,49,2.73,,,,
19/04/2024,Block C Flat 2-F,19.1,72,2.73,,,,
06/04/2024,Block C Flat 3-B,19.9,75,2.73,,,,
29/04/2024,Block D Flat 2-B,20.1,58,2.73,,,,
29/04/2024,Block D Flat 3-D,18.7,53,2.73,,,,
12/04/2024,Block B Flat 8-A,21.1,67,2.72,,,,
17/04/2024,Block C Flat 13-A,19.2,46,2.72,,,,
27/04/2024,Block C Flat 13-C,18.6,47,2.72,,,,
13/04/2024,Block C Flat 9 Kitchen,19.6,56,2.72,,,,
01/04/2024,Block D Flat 12 Kitchen,20.1,51,2.72,,,,
08/04/2024,Block D Flat 4-F,21.2,53,2.72,,,,
21/04/2024,Block A Flat 2-D,20.3,50,2.71,,,,
29/04/2024,Block B Flat 14-B,20.1,52,2.71,,,,
27/04/2024,Block B Flat 5-A,20.8,61,2.71,,,,
09/04/2024,Block C Flat 4 Kitchen,17.5,56,2.71,,,,
17/04/2024,Block C Flat 5-E,20.3,43,2.71,,,,
02/04/2024,Block C Flat 5-F,21.3,59,2.71,,,,
01/04/2024,Block D Flat 11-F,17.2,58,2.71,,,,
05/04/2024,Block D Flat 12-F,18.8,64,2.71,,,,
06/04/2024,Block D Flat 3-E,18.2,52,2.71,,,,
14/04/2024,Block D Flat 4-D,21.8,48,2.71,,,,
11/04/2024,Block D Flat 5 Kitchen,19.3,68,2.71,,,,
04/04/2024,Block D Flat 5-D,21.2,58,2.71,,,,
02/04/2024,Block A Flat 7-B,22,60,2.7,,,,
14/04/2024,Block B Flat 1-C,20.8,73,2.7,,,,
27/04/2024,Block C Flat 13-F,18.6,48,2.7,,,,
10/04/2024,Block C Flat 5-E,20.3,47,2.7,,,,
21/04/2024,Block D Flat 4-E,19.9,49,2.7,,,,
04/04/2024,Block D Flat 5-F,21.8,60,2.7,,,,
21/04/2024,Block A Flat 2-B,19.6,51,2.69,,,,
05/04/2024,Block B Flat 14-F,18.8,61,2.69,,,,
27/04/2024,Block B Flat 1-A,20.4,45,2.69,,,,
15/04/2024,Block B Flat 1-C,20.7,78,2.69,,,,
09/04/2024,Block B Flat 2-C,18.8,54,2.69,,,,
27/04/2024,Block B Flat 4 Kitchen,18.6,49,2.69,,,,
03/04/2024,Block B Flat 5-F,21.7,66,2.69,,,,
09/04/2024,Block C Flat 1 Kitchen,16,57,2.69,,,,
16/04/2024,Block D Flat 11-A,17.9,44,2.69,,,,
06/04/2024,Block D Flat 13-C,16.7,56,2.69,,,,
02/04/2024,Block A Flat 11-D,20.1,62,2.68,,,,
19/04/2024,Block A Flat 12 Kitchen,18.5,41,2.68,,,,
17/04/2024,Block B Flat 5-F,21.6,68,2.68,,,,
18/04/2024,Block B Flat 8-A,20.1,50,2.68,,,,
14/04/2024,Block C Flat 5-D,19.7,44,2.68,,,,
07/04/2024,Block C Flat 9-A,20.2,66,2.68,,,,
25/04/2024,Block C Flat 9-F,21.8,48,2.68,,,,
19/04/2024,Block A Flat 11-C,21.1,36,2.67,,,,
03/04/2024,Block A Flat 2-B,20.8,48,2.67,,,,
26/04/2024,Block B Flat 1-A,20.2,43,2.67,,,,
01/04/2024,Block B Flat 1-D,21.6,62,2.67,,,,
19/04/2024,Block B Flat 3-C,16.1,44,2.67,,,,
10/04/2024,Block B Flat 4 Kitchen,18.8,57,2.67,,,,
26/04/2024,Block C Flat 2-E,18.7,73,2.67,,,,
15/04/2024,Block D Flat 11-B,18.3,51,2.67,,,,
04/04/2024,Block D Flat 2-C,19.6,60,2.67,,,,
28/04/2024,Block D Flat 3-D,18.3,54,2.67,,,,
19/04/2024,Block D Flat 4-F,20.7,57,2.67,,,,
02/04/2024,Block D Flat 7-A,21.5,60,2.67,,,,
24/04/2024,Block D Flat 8 Kitchen,18.7,40,2.67,,,,
09/04/2024,Block A Flat 10-C,20.1,54,2.66,,,,
28/04/2024,Block A Flat 8-A,18.1,67,2.66,,,,
29/04/2024,Block B Flat 14-A,19.6,70,2.66,,,,
06/04/2024,Block B Flat 14-C,20.7,66,2.66,,,,
26/04/2024,Block B Flat 5 Kitchen,18.1,41,2.66,,,,
05/04/2024,Block B Flat 5-F,20.9,63,2.66,,,,
27/04/2024,Block C Flat 11-A,19.6,50,2.66,,,,
04/04/2024,Block C Flat 12-F,21.4,69,2.66,,,,
17/04/2024,Block C Flat 2-D,19,67,2.66,,,,
29/04/2024,Block C Flat 8-E,21,59,2.66,,,,
24/04/2024,Block C Flat 9 Kitchen,18.5,36,2.66,,,,
29/04/2024,Block D Flat 3-B,18.1,54,2.66,,,,
10/04/2024,Block D Flat 9-C,20,68,2.66,,,,
08/04/2024,Block A Flat 14-B,21.2,52,2.65,,,,
16/04/2024,Block A Flat 14-B,19.3,44,2.65,,,,
17/04/2024,Block A Flat 14-B,18.9,44,2.65,,,,
28/04/2024,Block B Flat 11-F,21.8,62,2.65,,,,
20/04/2024,Block B Flat 1-D,16,41,2.65,,,,
01/04/2024,Block B Flat 9-C,21.4,59,2.65,,,,
30/04/2024,Block C Flat 3 Kitchen,19.9,56,2.65,,,,
05/04/2024,Block D Flat 9-F,16.1,49,2.65,,,,
16/04/2024,Block A Flat 10-C,21,54,2.64,,,,
20/04/2024,Block B Flat 5 Kitchen,18,44,2.64,,,,
02/04/2024,Block B Flat 8-D,21.4,60,2.64,,,,
11/04/2024,Block D Flat 1- Kitchen,19.5,67,2.64,,,,
10/04/2024,Block D Flat 13-C,16.1,55,2.64,,,,
13/04/2024,Block D Flat 14-E,20.1,75,2.64,,,,
25/04/2024,Block D Flat 2-E,17.9,62,2.64,,,,
07/04/2024,Block D Flat 4-E,21.1,51,2.64,,,,
23/04/2024,Block D Flat 8 Kitchen,19.3,48,2.64,,,,
10/04/2024,Block A Flat 10-C,16.9,48,2.63,,,,
27/04/2024,Block A Flat 15-D,20.9,46,2.63,,,,
22/04/2024,Block B Flat 1 Kitchen,20.6,56,2.63,,,,
08/04/2024,Block B Flat 11-F,22,60,2.63,,,,
10/04/2024,Block B Flat 14-B,19.2,53,2.63,,,,
28/04/2024,Block B Flat 14-D,16.2,44,2.63,,,,
08/04/2024,Block B Flat 14-E,20.6,68,2.63,,,,
29/04/2024,Block B Flat 1-C,20.2,71,2.63,,,,
21/04/2024,Block B Flat 5-F,20.7,68,2.63,,,,
16/04/2024,Block C Flat 13-A,19.6,47,2.63,,,,
10/04/2024,Block C Flat 8-C,21.9,62,2.63,,,,
11/04/2024,Block D Flat 1-F,20,90,2.63,,,,
05/04/2024,Block D Flat 4-A,18.9,56,2.63,,,,
10/04/2024,Block A Flat 9-F,21.3,60,2.62,,,,
19/04/2024,Block B Flat 14-B,18.9,43,2.62,,,,
05/04/2024,Block B Flat 14-E,19.8,71,2.62,,,,
19/04/2024,Block B Flat 9 Kitchen,18.9,54,2.62,,,,
18/04/2024,Block C Flat 3-B,20.2,70,2.62,,,,
13/04/2024,Block C Flat 5-D,19.9,51,2.62,,,,
14/04/2024,Block C Flat 8-A,19.1,66,2.62,,,,
19/04/2024,Block C Flat 8-E,20.3,69,2.62,,,,
10/04/2024,Block C Flat 8-E,20.2,64,2.62,,,,
15/04/2024,Block C Flat 9 Kitchen,18.3,47,2.62,,,,
10/04/2024,Block D Flat 11-F,16.1,51,2.62,,,,
20/04/2024,Block D Flat 4-D,20.6,39,2.62,,,,
06/04/2024,Block D Flat 4-F,21,59,2.62,,,,
09/04/2024,Block D Flat 9-D,16.1,54,2.62,,,,
09/04/2024,Block B Flat 11-C,21.8,53,2.61,,,,
01/04/2024,Block B Flat 14-E,20.2,72,2.61,,,,
21/04/2024,Block B Flat 2-B,21.6,56,2.61,,,,
21/04/2024,Block C Flat 8-C,22.3,57,2.61,,,,
16/04/2024,Block C Flat 8-C,22,57,2.61,,,,
19/04/2024,Block C Flat 8-C,21.6,57,2.61,,,,
28/04/2024,Block D Flat 14-E,20.1,77,2.61,,,,
18/04/2024,Block D Flat 2-C,19.7,54,2.61,,,,
18/04/2024,Block D Flat 3-B,18.1,67,2.61,,,,
05/04/2024,Block B Flat 13-D,17.5,71,2.6,,,,
09/04/2024,Block C Flat 11-B,16,53,2.6,,,,
23/04/2024,Block C Flat 13-C,19.7,49,2.6,,,,
04/04/2024,Block C Flat 7-A,20.7,62,2.6,,,,
07/04/2024,Block C Flat 8-A,20.4,71,2.6,,,,
19/04/2024,Block D Flat 12-A,19.5,67,2.6,,,,
26/04/2024,Block D Flat 14-E,20.5,86,2.6,,,,
28/04/2024,Block D Flat 5-F,21.3,62,2.6,,,,
29/04/2024,Block A Flat 15-D,20.5,48,2.59,,,,
27/04/2024,Block B Flat 12-D,18.1,41,2.59,,,,
20/04/2024,Block B Flat 14-A,19.4,55,2.59,,,,
02/04/2024,Block C Flat 3-F,19.6,48,2.59,,,,
06/04/2024,Block C Flat 7 Kitchen,17.9,57,2.59,,,,
13/04/2024,Block D Flat 1- Kitchen,20.1,68,2.59,,,,
09/04/2024,Block D Flat 11-E,19,60,2.59,,,,
19/04/2024,Block D Flat 2-A,18.7,72,2.59,,,,
08/04/2024,Block D Flat 2-B,19,54,2.59,,,,
10/04/2024,Block D Flat 5-F,21.6,67,2.59,,,,
15/04/2024,Block D Flat 9-C,20.6,61,2.59,,,,
24/04/2024,Block A Flat 12 Kitchen,21.4,46,2.58,,,,
10/04/2024,Block B Flat 11-F,20,70,2.58,,,,
27/04/2024,Block B Flat 1-C,19.3,68,2.58,,,,
17/04/2024,Block B Flat 4 Kitchen,18.9,52,2.58,,,,
01/04/2024,Block B Flat 8-E,21.1,70,2.58,,,,
08/04/2024,Block C Flat 13-C,16.7,52,2.58,,,,
19/04/2024,Block C Flat 3-B,21.3,72,2.58,,,,
20/04/2024,Block C Flat 8-C,21.9,54,2.58,,,,
21/04/2024,Block A Flat 12-C,21.7,60,2.57,,,,
19/04/2024,Block A Flat 14 Kitchen,17.9,50,2.57,,,,
17/04/2024,Block A Flat 15 Kitchen,19.7,47,2.57,,,,
16/04/2024,Block A Flat 15-D,19.2,44,2.57,,,,
26/04/2024,Block A Flat 15-F,19.8,45,2.57,,,,
09/04/2024,Block A Flat 2 Kitchen,17.4,60,2.57,,,,
06/04/2024,Block B Flat 10-B,20.8,59,2.57,,,,
26/04/2024,Block B Flat 5-F,20.9,57,2.57,,,,
07/04/2024,Block C Flat 14 Kitchen,17.5,49,2.57,,,,
09/04/2024,Block C Flat 4-B,21.3,62,2.57,,,,
19/04/2024,Block D Flat 8-F,18,43,2.57,,,,
04/04/2024,Block B Flat 12-C,21.2,58,2.56,,,,
