Date,Name,Temp Air,Humidity,L2kWh (Meas),,,,
23/04/2024,Block A Flat 4-C,22.3,49,0,,,,
14/04/2024,Block A Flat 4-C,22.2,48,0,,,,
24/04/2024,Block A Flat 4-C,22.1,44,0,,,,
30/04/2024,Block A Flat 4-C,22,51,0,,,,
09/04/2024,Block A Flat 4-C,21.7,53,0,,,,
25/04/2024,Block A Flat 4-C,21.6,44,0,,,,
28/04/2024,Block A Flat 4-C,21.4,45,0,,,,
15/04/2024,Block A Flat 4-C,21.3,47,0,,,,
26/04/2024,Block A Flat 4-C,21.1,45,0,,,,
19/04/2024,Block A Flat 4-C,21,47,0,,,,
06/04/2024,Block A Flat 4-C,20.5,56,0,,,,
17/04/2024,Block A Flat 4-C,20.3,45,0,,,,
29/04/2024,Block A Flat 4-D,19.7,45,0,,,,
30/04/2024,Block A Flat 4-D,19.5,44,0,,,,
30/04/2024,Block A Flat 4-E,21.1,70,0,,,,
10/04/2024,Block A Flat 4-E,20.5,60,0,,,,
23/04/2024,Block A Flat 4-E,20.4,54,0,,,,
06/04/2024,Block A Flat 4-E,20,58,0,,,,
24/04/2024,Block A Flat 4-E,18.5,38,0,,,,
25/04/2024,Block A Flat 4-E,17.9,38,0,,,,
26/04/2024,Block A Flat 4-E,17.5,37,0,,,,
02/04/2024,Block A Flat 4-F,21.9,64,0,,,,
13/04/2024,Block A Flat 4-F,21.9,65,0,,,,
10/04/2024,Block A Flat 4-F,21.4,64,0,,,,
03/04/2024,Block A Flat 4-F,21,66,0,,,,
15/04/2024,Block A Flat 4-F,20.7,64,0,,,,
25/04/2024,Block A Flat 4-F,20.6,60,0,,,,
19/04/2024,Block A Flat 4-F,20.5,61,0,,,,
04/04/2024,Block A Flat 4-F,20.4,58,0,,,,
30/04/2024,Block A Flat 4-F,20.4,55,0,,,,
18/04/2024,Block A Flat 4-F,19.6,54,0,,,,
20/04/2024,Block A Flat 5 Kitchen,19,51,0,,,,
23/04/2024,Block A Flat 5 Kitchen,18.9,46,0,,,,
22/04/2024,Block A Flat 5 Kitchen,18.7,57,0,,,,
12/04/2024,Block A Flat 5 Kitchen,18.6,64,0,,,,
21/04/2024,Block A Flat 5 Kitchen,18.6,53,0,,,,
13/04/2024,Block A Flat 5 Kitchen,18.5,52,0,,,,
19/04/2024,Block A Flat 5 Kitchen,18.5,54,0,,,,
11/04/2024,Block A Flat 5 Kitchen,18.4,63,0,,,,
27/04/2024,Block A Flat 5 Kitchen,18.4,41,0,,,,
30/04/2024,Block A Flat 5 Kitchen,18.4,55,0,,,,
14/04/2024,Block A Flat 5 Kitchen,17.9,44,0,,,,
18/04/2024,Block A Flat 5 Kitchen,17.9,52,0,,,,
06/04/2024,Block A Flat 5 Kitchen,17.7,55,0,,,,
07/04/2024,Block A Flat 5 Kitchen,17.7,49,0,,,,
05/04/2024,Block A Flat 5 Kitchen,17.6,50,0,,,,
24/04/2024,Block A Flat 5 Kitchen,17.6,36,0,,,,
25/04/2024,Block A Flat 5 Kitchen,17.6,39,0,,,,
08/04/2024,Block A Flat 5 Kitchen,17.4,51,0,,,,
16/04/2024,Block A Flat 5 Kitchen,17.3,41,0,,,,
26/04/2024,Block A Flat 5 Kitchen,17.3,41,0,,,,
28/04/2024,Block A Flat 5 Kitchen,17.2,42,0,,,,
17/04/2024,Block A Flat 5 Kitchen,17.1,44,0,,,,
09/04/2024,Block A Flat 5 Kitchen,17,59,0,,,,
10/04/2024,Block A Flat 5 Kitchen,17,53,0,,,,
15/04/2024,Block A Flat 5 Kitchen,16.9,45,0,,,,
29/04/2024,Block A Flat 5 Kitchen,16.9,51,0,,,,
13/04/2024,Block A Flat 5-A,20.4,78,0,,,,
30/04/2024,Block A Flat 5-A,20.4,77,0,,,,
16/04/2024,Block A Flat 5-A,20.2,77,0,,,,
12/04/2024,Block A Flat 5-B,19.3,68,0,,,,
11/04/2024,Block A Flat 5-B,18.8,62,0,,,,
14/04/2024,Block A Flat 5-B,18.7,56,0,,,,
09/04/2024,Block A Flat 5-B,18.6,66,0,,,,
28/04/2024,Block A Flat 5-B,18.6,63,0,,,,
07/04/2024,Block A Flat 5-B,17.5,60,0,,,,
01/04/2024,Block A Flat 5-B,17,60,0,,,,
06/04/2024,Block A Flat 5-B,16.8,58,0,,,,
02/04/2024,Block A Flat 5-B,16.6,59,0,,,,
03/04/2024,Block A Flat 5-B,16.5,60,0,,,,
04/04/2024,Block A Flat 5-B,16.3,59,0,,,,
05/04/2024,Block A Flat 5-B,16.1,57,0,,,,
11/04/2024,Block A Flat 5-C,22.1,56,0,,,,
12/04/2024,Block A Flat 5-C,21.5,59,0,,,,
13/04/2024,Block A Flat 5-C,21.2,50,0,,,,
16/04/2024,Block A Flat 5-C,20.9,39,0,,,,
06/04/2024,Block A Flat 5-C,20.7,58,0,,,,
19/04/2024,Block A Flat 5-C,20.5,42,0,,,,
17/04/2024,Block A Flat 5-C,20.4,37,0,,,,
09/04/2024,Block A Flat 5-C,20.3,64,0,,,,
14/04/2024,Block A Flat 5-C,20.3,46,0,,,,
30/04/2024,Block A Flat 5-C,20.2,51,0,,,,
18/04/2024,Block A Flat 5-C,20.1,45,0,,,,
20/04/2024,Block A Flat 5-C,20.1,39,0,,,,
25/04/2024,Block A Flat 5-C,20,37,0,,,,
22/04/2024,Block A Flat 5-C,19.9,59,0,,,,
07/04/2024,Block A Flat 5-C,19.5,53,0,,,,
15/04/2024,Block A Flat 5-C,19.5,46,0,,,,
08/04/2024,Block A Flat 5-C,19.2,56,0,,,,
21/04/2024,Block A Flat 5-C,18.6,50,0,,,,
10/04/2024,Block A Flat 5-C,17.8,52,0,,,,
05/04/2024,Block A Flat 5-C,17.4,66,0,,,,
29/04/2024,Block A Flat 5-C,17.1,48,0,,,,
01/04/2024,Block A Flat 5-C,17,58,0,,,,
02/04/2024,Block A Flat 5-C,16.6,58,0,,,,
03/04/2024,Block A Flat 5-C,16.4,58,0,,,,
04/04/2024,Block A Flat 5-C,16.3,58,0,,,,
27/04/2024,Block A Flat 5-C,16.2,38,0,,,,
28/04/2024,Block A Flat 5-C,16.1,42,0,,,,
25/04/2024,Block A Flat 5-D,21.5,41,0,,,,
27/04/2024,Block A Flat 5-D,21.4,42,0,,,,
17/04/2024,Block A Flat 5-D,21.3,48,0,,,,
24/04/2024,Block A Flat 5-D,21.2,44,0,,,,
23/04/2024,Block A Flat 5-D,21.1,45,0,,,,
12/04/2024,Block A Flat 5-D,21,64,0,,,,
20/04/2024,Block A Flat 5-D,21,45,0,,,,
22/04/2024,Block A Flat 5-D,21,54,0,,,,
28/04/2024,Block A Flat 5-D,21,43,0,,,,
19/04/2024,Block A Flat 5-D,20.9,47,0,,,,
26/04/2024,Block A Flat 5-D,20.9,41,0,,,,
30/04/2024,Block A Flat 5-D,20.9,53,0,,,,
14/04/2024,Block A Flat 5-D,20.7,57,0,,,,
11/04/2024,Block A Flat 5-D,20.6,62,0,,,,
13/04/2024,Block A Flat 5-D,20.5,61,0,,,,
29/04/2024,Block A Flat 5-D,20.5,50,0,,,,
15/04/2024,Block A Flat 5-D,20.4,52,0,,,,
18/04/2024,Block A Flat 5-D,20.4,48,0,,,,
07/04/2024,Block A Flat 5-D,20.1,54,0,,,,
08/04/2024,Block A Flat 5-D,19.9,54,0,,,,
02/04/2024,Block A Flat 5-D,19.6,59,0,,,,
03/04/2024,Block A Flat 5-D,19.5,61,0,,,,
09/04/2024,Block A Flat 5-D,19.5,57,0,,,,
10/04/2024,Block A Flat 5-D,19.4,53,0,,,,
04/04/2024,Block A Flat 5-D,19.2,49,0,,,,
18/04/2024,Block A Flat 5-E,28.3,46,0,,,,
13/04/2024,Block A Flat 5-E,27.9,50,0,,,,
19/04/2024,Block A Flat 5-E,27.6,49,0,,,,
20/04/2024,Block A Flat 5-E,27.3,53,0,,,,
16/04/2024,Block A Flat 5-E,27.1,44,0,,,,
15/04/2024,Block A Flat 5-E,26.5,45,0,,,,
12/04/2024,Block A Flat 5-E,26.2,54,0,,,,
08/04/2024,Block A Flat 5-E,25.5,58,0,,,,
28/04/2024,Block A Flat 5-E,25.4,47,0,,,,
26/04/2024,Block A Flat 5-E,25.3,44,0,,,,
11/04/2024,Block A Flat 5-E,25.1,55,0,,,,
25/04/2024,Block A Flat 5-E,25.1,48,0,,,,
03/04/2024,Block A Flat 5-E,24.7,59,0,,,,
09/04/2024,Block A Flat 5-E,24.7,57,0,,,,
23/04/2024,Block A Flat 5-E,24.7,50,0,,,,
14/04/2024,Block A Flat 5-E,24.6,50,0,,,,
22/04/2024,Block A Flat 5-E,24.6,58,0,,,,
07/04/2024,Block A Flat 5-E,24.4,58,0,,,,
24/04/2024,Block A Flat 5-E,24.3,53,0,,,,
29/04/2024,Block A Flat 5-E,24.1,49,0,,,,
21/04/2024,Block A Flat 5-E,24,58,0,,,,
30/04/2024,Block A Flat 5-E,23.8,51,0,,,,
02/04/2024,Block A Flat 5-E,23.5,61,0,,,,
04/04/2024,Block A Flat 5-E,23.1,60,0,,,,
10/04/2024,Block A Flat 5-E,22.6,58,0,,,,
05/04/2024,Block A Flat 5-E,20.6,62,0,,,,
17/04/2024,Block A Flat 5-E,29.8,44,0,,,,
12/04/2024,Block A Flat 6 Kitchen,26.2,49,0,,,,
13/04/2024,Block A Flat 6 Kitchen,24.4,49,0,,,,
11/04/2024,Block A Flat 6 Kitchen,23.6,46,0,,,,
14/04/2024,Block A Flat 6 Kitchen,22.6,41,0,,,,
15/04/2024,Block A Flat 6 Kitchen,22.5,42,0,,,,
16/04/2024,Block A Flat 6 Kitchen,21.6,36,0,,,,
08/04/2024,Block A Flat 6 Kitchen,21.4,42,0,,,,
18/04/2024,Block A Flat 6 Kitchen,20.6,45,0,,,,
12/04/2024,Block A Flat 6-A,19.6,57,0,,,,
13/04/2024,Block A Flat 6-A,19.2,46,0,,,,
21/04/2024,Block A Flat 6-A,18.7,43,0,,,,
22/04/2024,Block A Flat 6-A,18.7,47,0,,,,
30/04/2024,Block A Flat 6-A,18.7,47,0,,,,
08/04/2024,Block A Flat 6-A,18.6,42,0,,,,
23/04/2024,Block A Flat 6-A,18.6,37,0,,,,
06/04/2024,Block A Flat 6-A,18.5,52,0,,,,
07/04/2024,Block A Flat 6-A,18.5,43,0,,,,
19/04/2024,Block A Flat 6-A,18.5,42,0,,,,
05/04/2024,Block A Flat 6-A,18.3,43,0,,,,
14/04/2024,Block A Flat 6-A,18.3,40,0,,,,
24/04/2024,Block A Flat 6-A,18.2,32,0,,,,
25/04/2024,Block A Flat 6-A,18.2,34,0,,,,
26/04/2024,Block A Flat 6-A,18,33,0,,,,
29/04/2024,Block A Flat 6-A,18,45,0,,,,
27/04/2024,Block A Flat 6-A,17.8,35,0,,,,
28/04/2024,Block A Flat 6-A,17.7,37,0,,,,
16/04/2024,Block A Flat 6-A,17.5,36,0,,,,
15/04/2024,Block A Flat 6-A,17.4,40,0,,,,
17/04/2024,Block A Flat 6-A,17.3,35,0,,,,
28/04/2024,Block A Flat 6-B,25.5,30,0,,,,
21/04/2024,Block A Flat 6-B,25.4,34,0,,,,
23/04/2024,Block A Flat 6-B,25.2,34,0,,,,
25/04/2024,Block A Flat 6-B,25.1,28,0,,,,
22/04/2024,Block A Flat 6-B,25,36,0,,,,
27/04/2024,Block A Flat 6-B,25,28,0,,,,
13/04/2024,Block A Flat 6-B,24.8,37,0,,,,
26/04/2024,Block A Flat 6-B,24.8,27,0,,,,
20/04/2024,Block A Flat 6-B,24.7,26,0,,,,
24/04/2024,Block A Flat 6-B,24.7,28,0,,,,
01/04/2024,Block A Flat 6-B,24.6,35,0,,,,
08/04/2024,Block A Flat 6-B,24.6,35,0,,,,
11/04/2024,Block A Flat 6-B,24.1,42,0,,,,
12/04/2024,Block A Flat 6-B,24,48,0,,,,
19/04/2024,Block A Flat 6-B,24,31,0,,,,
05/04/2024,Block A Flat 6-B,23.8,34,0,,,,
09/04/2024,Block A Flat 6-B,23.8,38,0,,,,
29/04/2024,Block A Flat 6-B,23.8,38,0,,,,
14/04/2024,Block A Flat 6-B,23.6,31,0,,,,
03/04/2024,Block A Flat 6-B,23.5,40,0,,,,
18/04/2024,Block A Flat 6-B,23.4,37,0,,,,
07/04/2024,Block A Flat 6-B,23.2,37,0,,,,
02/04/2024,Block A Flat 6-B,23.1,41,0,,,,
15/04/2024,Block A Flat 6-B,23,31,0,,,,
16/04/2024,Block A Flat 6-B,23,32,0,,,,
10/04/2024,Block A Flat 6-B,22.9,37,0,,,,
30/04/2024,Block A Flat 6-B,22.8,41,0,,,,
04/04/2024,Block A Flat 6-B,22.6,35,0,,,,
17/04/2024,Block A Flat 6-B,22.5,30,0,,,,
06/04/2024,Block A Flat 6-B,22.2,45,0,,,,
13/04/2024,Block A Flat 6-C,20.4,44,0,,,,
01/04/2024,Block A Flat 6-E,19.7,52,0,,,,
12/04/2024,Block A Flat 6-E,19.7,58,0,,,,
11/04/2024,Block A Flat 6-E,19.5,53,0,,,,
02/04/2024,Block A Flat 6-E,19.4,55,0,,,,
13/04/2024,Block A Flat 6-E,18.9,47,0,,,,
03/04/2024,Block A Flat 6-E,18.7,51,0,,,,
14/04/2024,Block A Flat 6-E,18.1,41,0,,,,
08/04/2024,Block A Flat 6-E,17.6,44,0,,,,
16/04/2024,Block A Flat 6-E,17.5,35,0,,,,
07/04/2024,Block A Flat 6-E,17.3,46,0,,,,
15/04/2024,Block A Flat 6-E,17.3,40,0,,,,
30/04/2024,Block A Flat 6-E,17.3,50,0,,,,
09/04/2024,Block A Flat 6-E,16.9,50,0,,,,
06/04/2024,Block A Flat 6-E,16.6,58,0,,,,
19/04/2024,Block A Flat 6-E,16.2,39,0,,,,
17/04/2024,Block A Flat 6-E,16.1,36,0,,,,
23/04/2024,Block A Flat 6-E,16.1,39,0,,,,
29/04/2024,Block A Flat 6-E,16.1,50,0,,,,
20/04/2024,Block A Flat 6-E,15.8,38,0,,,,
18/04/2024,Block A Flat 6-E,15.6,47,0,,,,
21/04/2024,Block A Flat 6-E,15.6,50,0,,,,
27/04/2024,Block A Flat 6-E,15.3,39,0,,,,
28/04/2024,Block A Flat 6-E,15,43,0,,,,
11/04/2024,Block A Flat 6-F,24.3,50,0,,,,
12/04/2024,Block A Flat 6-F,23.8,54,0,,,,
22/04/2024,Block A Flat 6-F,22.6,46,0,,,,
08/04/2024,Block A Flat 6-F,22.4,42,0,,,,
21/04/2024,Block A Flat 6-F,22.4,43,0,,,,
30/04/2024,Block A Flat 6-F,22.3,51,0,,,,
09/04/2024,Block A Flat 6-F,22.1,45,0,,,,
13/04/2024,Block A Flat 6-F,21.8,46,0,,,,
20/04/2024,Block A Flat 6-F,21.7,35,0,,,,
10/04/2024,Block A Flat 6-F,21.5,42,0,,,,
29/04/2024,Block A Flat 6-F,21.4,45,0,,,,
23/04/2024,Block A Flat 6-F,21.2,46,0,,,,
28/04/2024,Block A Flat 6-F,21.2,40,0,,,,
24/04/2024,Block A Flat 6-F,21,33,0,,,,
26/04/2024,Block A Flat 6-F,21,31,0,,,,
25/04/2024,Block A Flat 6-F,20.9,35,0,,,,
27/04/2024,Block A Flat 6-F,20.9,37,0,,,,
14/04/2024,Block A Flat 6-F,20.6,39,0,,,,
16/04/2024,Block A Flat 6-F,20.5,37,0,,,,
19/04/2024,Block A Flat 6-F,20.4,40,0,,,,
15/04/2024,Block A Flat 6-F,20.1,40,0,,,,
17/04/2024,Block A Flat 6-F,19.4,40,0,,,,
18/04/2024,Block A Flat 6-F,18.8,49,0,,,,
14/04/2024,Block A Flat 7 Kitchen,21.6,56,0,,,,
13/04/2024,Block A Flat 7 Kitchen,21.4,62,0,,,,
16/04/2024,Block A Flat 7 Kitchen,21.3,50,0,,,,
09/04/2024,Block A Flat 7 Kitchen,21,58,0,,,,
08/04/2024,Block A Flat 7 Kitchen,20.7,58,0,,,,
12/04/2024,Block A Flat 7 Kitchen,20.7,61,0,,,,
11/04/2024,Block A Flat 7 Kitchen,20.6,58,0,,,,
22/04/2024,Block A Flat 7 Kitchen,20.6,59,0,,,,
23/04/2024,Block A Flat 7 Kitchen,20.6,52,0,,,,
17/04/2024,Block A Flat 7 Kitchen,20.3,48,0,,,,
24/04/2024,Block A Flat 7 Kitchen,20.1,40,0,,,,
30/04/2024,Block A Flat 7 Kitchen,20.1,55,0,,,,
19/04/2024,Block A Flat 7 Kitchen,20,53,0,,,,
25/04/2024,Block A Flat 7 Kitchen,20,39,0,,,,
10/04/2024,Block A Flat 7 Kitchen,19.9,54,0,,,,
28/04/2024,Block A Flat 7 Kitchen,19.3,48,0,,,,
29/04/2024,Block A Flat 7 Kitchen,18.9,50,0,,,,
05/04/2024,Block A Flat 7 Kitchen,18.3,52,0,,,,
12/04/2024,Block A Flat 7-A,21.5,64,0,,,,
11/04/2024,Block A Flat 7-A,21,59,0,,,,
14/04/2024,Block A Flat 7-A,21,57,0,,,,
15/04/2024,Block A Flat 7-A,21,54,0,,,,
13/04/2024,Block A Flat 7-A,20.9,58,0,,,,
09/04/2024,Block A Flat 7-A,20.7,61,0,,,,
08/04/2024,Block A Flat 7-A,20.4,58,0,,,,
17/04/2024,Block A Flat 7-A,20.4,54,0,,,,
22/04/2024,Block A Flat 7-A,20.3,60,0,,,,
26/04/2024,Block A Flat 7-A,20.1,45,0,,,,
23/04/2024,Block A Flat 7-A,20,67,0,,,,
06/04/2024,Block A Flat 7-A,19.8,64,0,,,,
21/04/2024,Block A Flat 7-A,19.7,57,0,,,,
05/04/2024,Block A Flat 7-A,19.6,64,0,,,,
18/04/2024,Block A Flat 7-A,19.6,54,0,,,,
16/04/2024,Block A Flat 7-A,19.5,57,0,,,,
25/04/2024,Block A Flat 7-A,19.4,43,0,,,,
19/04/2024,Block A Flat 7-A,19.2,50,0,,,,
20/04/2024,Block A Flat 7-A,18.6,45,0,,,,
16/04/2024,Block A Flat 7-C,19.8,56,0,,,,
30/04/2024,Block A Flat 7-C,19.5,54,0,,,,
23/04/2024,Block A Flat 7-C,19.3,52,0,,,,
22/04/2024,Block A Flat 7-C,19.2,52,0,,,,
29/04/2024,Block A Flat 7-C,19.1,53,0,,,,
24/04/2024,Block A Flat 7-C,18.8,49,0,,,,
25/04/2024,Block A Flat 7-C,18.8,47,0,,,,
21/04/2024,Block A Flat 7-C,18.9,51,0,,,,
26/04/2024,Block A Flat 7-C,18.5,45,0,,,,
27/04/2024,Block A Flat 7-C,18.5,45,0,,,,
28/04/2024,Block A Flat 7-C,18.3,45,0,,,,
24/04/2024,Block A Flat 7-D,21.6,44,0,,,,
25/04/2024,Block A Flat 7-D,21.1,38,0,,,,
19/04/2024,Block A Flat 7-D,20.9,45,0,,,,
22/04/2024,Block A Flat 7-D,20.7,50,0,,,,
21/04/2024,Block A Flat 7-D,20.6,47,0,,,,
23/04/2024,Block A Flat 7-D,20.4,43,0,,,,
20/04/2024,Block A Flat 7-D,20.3,41,0,,,,
18/04/2024,Block A Flat 7-D,20.2,48,0,,,,
17/04/2024,Block A Flat 7-D,20.1,41,0,,,,
26/04/2024,Block A Flat 7-D,20.1,38,0,,,,
15/04/2024,Block A Flat 7-D,19.6,46,0,,,,
30/04/2024,Block A Flat 7-D,19.1,47,0,,,,
27/04/2024,Block A Flat 7-D,18.2,35,0,,,,
12/04/2024,Block A Flat 7-D,18.1,63,0,,,,
29/04/2024,Block A Flat 7-D,18.1,45,0,,,,
28/04/2024,Block A Flat 7-D,17.7,37,0,,,,
11/04/2024,Block A Flat 7-D,17.6,58,0,,,,
01/04/2024,Block A Flat 7-D,17.3,49,0,,,,
06/04/2024,Block A Flat 7-D,16.9,57,0,,,,
02/04/2024,Block A Flat 7-D,16.8,54,0,,,,
03/04/2024,Block A Flat 7-D,16.7,54,0,,,,
07/04/2024,Block A Flat 7-D,16.7,48,0,,,,
04/04/2024,Block A Flat 7-D,16.1,44,0,,,,
05/04/2024,Block A Flat 7-D,15.9,51,0,,,,
19/04/2024,Block A Flat 7-E,21.6,68,0,,,,
05/04/2024,Block A Flat 7-E,18.4,63,0,,,,
07/04/2024,Block A Flat 7-E,18.1,58,0,,,,
06/04/2024,Block A Flat 7-E,18,59,0,,,,
08/04/2024,Block A Flat 7-E,18,57,0,,,,
09/04/2024,Block A Flat 7-E,18,56,0,,,,
01/04/2024,Block A Flat 7-F,22.2,71,0,,,,
12/04/2024,Block A Flat 7-F,21.4,76,0,,,,
14/04/2024,Block A Flat 7-F,21.3,74,0,,,,
30/04/2024,Block A Flat 7-F,21.2,76,0,,,,
29/04/2024,Block A Flat 7-F,20.8,76,0,,,,
23/04/2024,Block A Flat 7-F,20.7,75,0,,,,
07/04/2024,Block A Flat 7-F,20.6,78,0,,,,
08/04/2024,Block A Flat 7-F,20.6,73,0,,,,
27/04/2024,Block A Flat 7-F,20.6,73,0,,,,
16/04/2024,Block A Flat 7-F,20.4,72,0,,,,
17/04/2024,Block A Flat 7-F,20.4,74,0,,,,
24/04/2024,Block A Flat 7-F,20.3,74,0,,,,
06/04/2024,Block A Flat 7-F,20.2,77,0,,,,
05/04/2024,Block A Flat 7-F,20,75,0,,,,
25/04/2024,Block A Flat 7-F,20,71,0,,,,
22/04/2024,Block A Flat 7-F,19.8,64,0,,,,
19/04/2024,Block A Flat 7-F,19.5,62,0,,,,
20/04/2024,Block A Flat 7-F,19.4,55,0,,,,
23/04/2024,Block A Flat 8 Kitchen,19.9,45,0,,,,
24/04/2024,Block A Flat 8 Kitchen,19.4,37,0,,,,
27/04/2024,Block A Flat 8 Kitchen,19.4,39,0,,,,
22/04/2024,Block A Flat 8 Kitchen,19.3,56,0,,,,
25/04/2024,Block A Flat 8 Kitchen,19.3,39,0,,,,
30/04/2024,Block A Flat 8 Kitchen,19.3,55,0,,,,
12/04/2024,Block A Flat 8 Kitchen,18.9,65,0,,,,
11/04/2024,Block A Flat 8 Kitchen,18.8,62,0,,,,
26/04/2024,Block A Flat 8 Kitchen,18.7,39,0,,,,
13/04/2024,Block A Flat 8 Kitchen,18.6,53,0,,,,
28/04/2024,Block A Flat 8 Kitchen,18.6,42,0,,,,
17/04/2024,Block A Flat 8 Kitchen,18.5,47,0,,,,
18/04/2024,Block A Flat 8 Kitchen,18.3,51,0,,,,
21/04/2024,Block A Flat 8 Kitchen,18.3,50,0,,,,
20/04/2024,Block A Flat 8 Kitchen,17.9,40,0,,,,
29/04/2024,Block A Flat 8 Kitchen,17.9,50,0,,,,
16/04/2024,Block A Flat 8 Kitchen,17.7,41,0,,,,
19/04/2024,Block A Flat 8 Kitchen,17.7,43,0,,,,
06/04/2024,Block A Flat 8 Kitchen,17.5,56,0,,,,
14/04/2024,Block A Flat 8 Kitchen,17.5,47,0,,,,
03/04/2024,Block A Flat 8 Kitchen,17.4,55,0,,,,
10/04/2024,Block A Flat 8 Kitchen,17.4,57,0,,,,
09/04/2024,Block A Flat 8 Kitchen,17.2,60,0,,,,
07/04/2024,Block A Flat 8 Kitchen,17,47,0,,,,
15/04/2024,Block A Flat 8 Kitchen,17,45,0,,,,
05/04/2024,Block A Flat 8 Kitchen,16.7,50,0,,,,
04/04/2024,Block A Flat 8 Kitchen,16.1,49,0,,,,
25/04/2024,Block A Flat 8-A,18.9,78,0,,,,
30/04/2024,Block A Flat 8-A,18.2,77,0,,,,
29/04/2024,Block A Flat 8-A,18,75,0,,,,
12/04/2024,Block A Flat 8-A,16.6,69,0,,,,
13/04/2024,Block A Flat 8-A,16,59,0,,,,
14/04/2024,Block A Flat 8-A,15.1,52,0,,,,
21/04/2024,Block A Flat 8-A,15.1,61,0,,,,
17/04/2024,Block A Flat 8-A,13.8,45,0,,,,
19/04/2024,Block A Flat 8-A,13.8,50,0,,,,
20/04/2024,Block A Flat 8-A,13.6,46,0,,,,
18/04/2024,Block A Flat 8-A,13.3,55,0,,,,
30/04/2024,Block A Flat 8-B,18.7,50,0,,,,
13/04/2024,Block A Flat 8-B,18.3,55,0,,,,
29/04/2024,Block A Flat 8-B,18.3,48,0,,,,
25/04/2024,Block A Flat 8-B,18.2,45,0,,,,
12/04/2024,Block A Flat 8-B,18.1,56,0,,,,
24/04/2024,Block A Flat 8-B,18.1,45,0,,,,
23/04/2024,Block A Flat 8-B,18,48,0,,,,
26/04/2024,Block A Flat 8-B,18,44,0,,,,
14/04/2024,Block A Flat 8-B,17.9,51,0,,,,
27/04/2024,Block A Flat 8-B,17.9,44,0,,,,
15/04/2024,Block A Flat 8-B,17.7,48,0,,,,
16/04/2024,Block A Flat 8-B,17.7,46,0,,,,
28/04/2024,Block A Flat 8-B,17.7,47,0,,,,
11/04/2024,Block A Flat 8-B,17.6,55,0,,,,
22/04/2024,Block A Flat 8-B,17.4,50,0,,,,
17/04/2024,Block A Flat 8-B,17.1,43,0,,,,
09/04/2024,Block A Flat 8-B,17,53,0,,,,
20/04/2024,Block A Flat 8-B,16.9,43,0,,,,
21/04/2024,Block A Flat 8-B,16.9,46,0,,,,
10/04/2024,Block A Flat 8-B,16.8,50,0,,,,
18/04/2024,Block A Flat 8-B,16.8,44,0,,,,
19/04/2024,Block A Flat 8-B,16.8,46,0,,,,
08/04/2024,Block A Flat 8-B,16.7,53,0,,,,
01/04/2024,Block A Flat 8-B,16.3,51,0,,,,
07/04/2024,Block A Flat 8-B,16.3,56,0,,,,
06/04/2024,Block A Flat 8-B,15.9,55,0,,,,
02/04/2024,Block A Flat 8-B,15.8,53,0,,,,
03/04/2024,Block A Flat 8-B,15.6,54,0,,,,
04/04/2024,Block A Flat 8-B,15.6,54,0,,,,
12/04/2024,Block A Flat 8-C,20.2,66,0,,,,
30/04/2024,Block A Flat 8-C,20.2,56,0,,,,
13/04/2024,Block A Flat 8-C,20,57,0,,,,
14/04/2024,Block A Flat 8-C,19.5,52,0,,,,
11/04/2024,Block A Flat 8-C,19.4,61,0,,,,
16/04/2024,Block A Flat 8-C,19.4,48,0,,,,
22/04/2024,Block A Flat 8-C,19.3,62,0,,,,
24/04/2024,Block A Flat 8-C,19.3,46,0,,,,
15/04/2024,Block A Flat 8-C,19.1,50,0,,,,
28/04/2024,Block A Flat 8-C,18.7,51,0,,,,
21/04/2024,Block A Flat 8-C,18.6,57,0,,,,
07/04/2024,Block A Flat 8-C,16.4,50,0,,,,
06/04/2024,Block A Flat 8-C,16,58,0,,,,
01/04/2024,Block A Flat 8-C,14.8,54,0,,,,
02/04/2024,Block A Flat 8-C,14.8,59,0,,,,
03/04/2024,Block A Flat 8-C,14.3,59,0,,,,
28/04/2024,Block A Flat 8-D,24.1,36,0,,,,
23/04/2024,Block A Flat 8-D,23.2,40,0,,,,
27/04/2024,Block A Flat 8-D,23.1,36,0,,,,
24/04/2024,Block A Flat 8-D,21.5,39,0,,,,
26/04/2024,Block A Flat 8-D,21.5,37,0,,,,
29/04/2024,Block A Flat 8-D,21.5,47,0,,,,
25/04/2024,Block A Flat 8-D,21.4,37,0,,,,
30/04/2024,Block A Flat 8-D,21.2,51,0,,,,
20/04/2024,Block A Flat 8-D,20.7,43,0,,,,
13/04/2024,Block A Flat 8-D,20.6,58,0,,,,
16/04/2024,Block A Flat 8-D,20.3,49,0,,,,
19/04/2024,Block A Flat 8-D,20.2,49,0,,,,
18/04/2024,Block A Flat 8-D,20.1,55,0,,,,
17/04/2024,Block A Flat 8-D,19.9,46,0,,,,
02/04/2024,Block A Flat 8-D,18.6,60,0,,,,
12/04/2024,Block A Flat 8-D,18.1,60,0,,,,
11/04/2024,Block A Flat 8-D,17.7,57,0,,,,
03/04/2024,Block A Flat 8-D,17.3,54,0,,,,
07/04/2024,Block A Flat 8-D,17.3,48,0,,,,
06/04/2024,Block A Flat 8-D,17,54,0,,,,
08/04/2024,Block A Flat 8-D,17,47,0,,,,
09/04/2024,Block A Flat 8-D,16.9,52,0,,,,
